Pais_de_residencia;Via_de_acceso;Tipo_de_alojamiento;Forma_de_organizacion_del_viaje;Duracion_del_viaje;Motivo_del_viaje;Comunidad autonoma de destino;Periodo;Total
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M12;37322
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M11;48245
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M10;65572
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M09;59986
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M08;36453
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M07;26768
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M06;52229
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M05;33527
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M04;74061
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M03;47242
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M02;37239
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2018M01;28537
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M12;20861
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M11;26009
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M10;61121
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M09;34725
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M08;24596
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M07;30730
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M06;47527
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M05;32224
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M04;45851
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M03;41499
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M02;35254
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2017M01;44121
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M12;39775
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M11;41824
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M10;59941
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M09;31809
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M08;36806
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M07;51356
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M06;46013
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M05;40279
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M04;22754
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M03;35020
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M02;27686
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2016M01;30156
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M12;54886
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M11;49051
Japon;Total de vias de acceso;Total de tipos de alojamiento;Total de formas de organizacion del viaje;Total noches;Total de motivos del viaje;Total nacional;2015M10;52082
